Method,Name,Error,Occurrences
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:10 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:23 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:06 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:35 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:02 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:00 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:37 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:48 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:16 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:32 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:17 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:26 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:44 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:40 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",12
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:18 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:21 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:15 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:49 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:09 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:54 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:05 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:13 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:45 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:51 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",5
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:13 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:34 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:57 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",8
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:27 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:31 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:31 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:45 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",6
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:48 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",5
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:24 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:27 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:52 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:44 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:39 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:23 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:49 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:43 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:31:34 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",19
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:55 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:18 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",6
GET,/lorem-128K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Mon, 21 Jul 2025 09:30:28 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'131072\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 06:56:30 GMT\', \'ETag\': \'""687de49e-20000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
