Method,Name,Error,Occurrences
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:27 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:20 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:27 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:24 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",12
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:12 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:11 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:35 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",7
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:43 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:37 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",12
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:17 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",38
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:26 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",17
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:40 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:11 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",9
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:30 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",5
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:07 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",7
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:48 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",10
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:18 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",6
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:39 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",13
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:08 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",2
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:33 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:21 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",7
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:14 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",11
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:19 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",17
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:56 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",17
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:23 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",5
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:45 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:43 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",8
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:39 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",12
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:20 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",10
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:03 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",24
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:05 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",10
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:36 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",7
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:32 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",3
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:55 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",1
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:41 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",8
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:46 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",4
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:47 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",5
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:58 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",6
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:13 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",10
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:47 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",10
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:14 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",11
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:36 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",11
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:25:04 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",12
GET,/lorem-256K.html,"HTTPProtocolViolationError('A new response began before end of <HTTPSocketPoolResponse status=200 headers={\'Server\': \'nginx/1.29.1\', \'Date\': \'Thu, 07 Aug 2025 10:24:52 GMT\', \'Content-Type\': \'text/html\', \'Content-Length\': \'262144\', \'Connection\': \'keep-alive\', \'Last-Modified\': \'Mon, 21 Jul 2025 07:00:46 GMT\', \'ETag\': \'""687de59e-40000""\', \'Accept-Ranges\': \'bytes\'}>.')",8
